majorTitle,catalogYear,courseCode,prefix,courseTypeId
Computer Engineering (B.S),2016-2017,2131,MACT,5
Computer Engineering (B.S),2016-2017,2123,MACT,5
Computer Engineering (B.S),2016-2017,2141,MACT,5
Computer Engineering (B.S),2016-2017,2132,MACT,5
Computer Engineering (B.S),2016-2017,3224,MACT,5
Computer Engineering (B.S),2016-2017,1011,PHYS,5
Computer Engineering (B.S),2016-2017,1021,PHYS,5
Computer Engineering (B.S),2016-2017,1012,PHYS,5
Computer Engineering (B.S),2016-2017,1022,PHYS,5
Computer Engineering (B.S),2016-2017,2211,PHYS,5
Computer Engineering (B.S),2016-2017,2213,PHYS,5
